Timestamp,Leeftijd,Geslacht,Klimervaring,Vereniging,Klimzaal,Dagen_klimmen,Dagen_alternatief_specifiek,Dagen_alternatief_algemeen,Indoor_toprope,Indoor_lead,Indoor_boulder,Indoor_speed,Outdoor_boulder,Outdoor_singlepitch,Outdoor_multipitch,Outdoor_trad,Outdoor_alpinisme,Dal,Verticaal,Overhangend_licht,Overhangend_sterk,Dak,Indoor_RP_toprope,Indoor_RP_lead,Outdoor_RP_lead,Indoor_RP_boulder,Outdoor_RP_boulder,Indoor_OS_toprope,Indoor_OS_lead,Outdoor_OS_lead,Indoor_OS_boulder,Outdoor_OS_boulder,Absolute_kracht,Evenwicht,Uithouding,Routes_lezen,Voetenwerk,Zekeren,Klimtactiek,Angstbeheersing,Flexibiliteit,Focus,Vormspanning,Spotten,Vingerkracht,Touwtechnieken,Side_pull,Pinch,Open_handgreep,Full_crimp,Gaston,Heel_hook,Jam,Voeten_op_wrijving,Pied_main,Lock_off,Knee_bar,Mono,Toe_hook,Dyno,Lay_back,Campus,Voetwissel,Drop_knee
12/15/2020 10:12:51,37,Man,15,Ja,Sport Vlaanderen Brugge,2.5,0,0.5,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Nee,8,8,10,10,10,7a,6c+,6c,Rood,7A+,6c,6c,6b,Rood,6B,5,9,4,8,8,9,7,6,7,7,6,8,6,7,9,4,8,4,4,7,5,9,9,6,7,4,7,0,7,4,8,9
12/15/2020 10:22:33,32,Man,2,Nee,Bleau,2,1,1,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,6,6,10,8,7,Niet van toepassing,Niet van toepassing,Niet van toepassing,Rood,6B,Niet van toepassing,Niet van toepassing,Niet van toepassing,Blauw,6A,6,8,5,5,6,0,4,6,8,9,8,5,6,5,6,7,8,8,7,7,6,6,7,7,8,6,7,6,6,5,8,8
12/15/2020 10:30:46,24,Vrouw,1,Ja,Balance,1,0,1,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,10,9,7,3,0,5b,Niet van toepassing,Niet van toepassing,Blauw,<5A,<5a,Niet van toepassing,Niet van toepassing,Oranje,<5A,2,9,9,4,4,8,1,6,9,8,7,7,2,8,5,4,9,2,6,5,7,1,4,7,3,1,5,0,6,0,7,3
12/15/2020 10:31:54,24,Man,15,Nee,blackbox,3,3,1,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,7,7,10,10,8,8a+,8a+,8a,>Wit,8A,8a,8a,8a,>Wit,8A,9,8,5,7,8,8,7,8,7,9,9,10,9,7,10,10,10,10,10,10,3,8,8,9,3,9,8,10,8,10,8,8
12/15/2020 10:42:23,24,Man,3,Nee,Blueberry hill Kortrijk,1,0,2,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,9,9,9,9,7,6a,5c,Niet van toepassing,Blauw,Niet van toepassing,6a,5b,Niet van toepassing,Oranje,Niet van toepassing,3,7,2,7,3,7,5,4,2,7,3,4,2,2,5,5,7,5,5,5,6,5,5,5,5,7,5,5,5,2,7,5
12/15/2020 10:57:24,19,Vrouw,14,Ja,Stordeur,3,0,0,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,9,9,5,4,6,6c,6a,6b,Blauw,5A,6b,5c,6b,Blauw,5A,3,10,7,8,7,8,10,10,9,6,7,6,8,7,9,4,7,1,5,8,0,8,1,0,0,1,4,0,5,0,10,10
12/15/2020 11:02:19,23,Vrouw,2,Ja,Rhino Bouldergym Gent,2.5,1.5,1.5,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,10,8,6,3,1,7a+,7b,6c,Zwart,6A+,6a,6a+,6b+,Blauw,5B,5,8,8,4,5,10,6,9,10,8,9,10,5,9,6,3,10,3,6,9,7,9,10,1,2,2,7,2,4,0,10,10
12/15/2020 11:40:09,31,Man,12,Nee,Balance,0.1,7,0,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,10,9,7,6,8,5c,Niet van toepassing,Niet van toepassing,Oranje,5C,5c,Niet van toepassing,Niet van toepassing,Oranje,5C,5,7,2,7,5,8,7,3,2,6,3,7,8,7,3,2,3,1,5,5,6,3,5,5,6,2,1,3,2,6,7,4
12/15/2020 11:58:11,41,Man,8,Ja,bloso brugge,2,0,4,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,6,9,8,8,10,7b,6c,6b,Zwart,6B,6c,6b,6b,Rood,6A+,8,7,8,6,9,10,8,10,9,9,8,9,8,7,9,7,10,8,9,7,6,8,9,7,8,6,4,4,7,9,7,10
12/15/2020 12:06:32,23,Vrouw,1,Nee,Blackbox boulder,1,1,4,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,5,8,7,5,6,Niet van toepassing,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,4,7,9,3,3,4,2,8,6,5,6,0,4,2,5,7,10,5,4,4,6,3,3,3,3,4,3,7,3,3,3,4
12/15/2020 12:14:57,45,Man,6,Ja,Den oosthoek in de panne,1,1,3,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,8,7,3,0,6,6a,5c,5c,Niet van toepassing,Niet van toepassing,5c,5b,5b,Niet van toepassing,Niet van toepassing,5,6,6,6,6,8,7,7,6,6,6,8,4,8,4,4,6,7,5,5,4,6,5,5,4,5,5,2,5,5,6,6
12/15/2020 12:26:43,39,Vrouw,1,Ja,klimax,1,1,3.5,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,7,6,3,2,5,5c,Niet van toepassing,5b,Niet van toepassing,Niet van toepassing,5c,Niet van toepassing,5b,Niet van toepassing,Niet van toepassing,4,6,5,5,7,8,3,3,7,8,8,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2020 13:09:34,28,Man,10,Ja,Bleau ,3,0,1,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,3,7,10,10,10,7b+,7b,7a,>Wit,Niet van toepassing,Niet van toepassing,Niet van toepassing,6b+,Rood,Niet van toepassing,7,7,7,5,7,10,7,5,5,8,7,9,7,8,8,9,9,10,7,10,10,7,10,10,10,8,10,10,7,10,9,10
12/15/2020 13:17:04,34,Man,10,Ja,City Lizard,3,1,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,10,10,10,10,10,7b,7a+,7a+,>Wit,7C,7a,7a,7a,Zwart,7A+,5,5,0,8,5,10,8,8,5,8,5,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
12/15/2020 13:17:51,18,Vrouw,2,Ja,Black box boulder ,2,1,1,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,5,8,8,3,6,5c,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,5c,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,3,8,6,8,5,6,2,8,6,8,3,3,3,5,3,2,0,6,2,3,3,3,4,4,3,4,4,1,5,3,4,3
12/15/2020 13:35:50,15,Man,5,Ja,Klimzaal wallstreet,3.5,1,0.5,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,7,9,10,7,7,7c,7c,7b+,Zwart,7B+,7b+,7b+,7b+,Rood,6C,4,7,6,10,7,9,9,9,10,9,5,5,4,7,8,7,10,4,9,10,8,7,9,3,9,2,9,9,7,5,7,9
12/15/2020 13:54:17,24,Vrouw,9,Ja,City lizard,3,2,3,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,3,9,9,9,6,6c,6b+,6c,Rood,6A,6b,6b,6b+,Rood,5C,7,4,7,7,5,8,7,7,4,8,8,7,5,6,7,6,6,5,6,7,3,4,6,6,8,3,5,6,6,6,5,7
12/15/2020 14:46:58,34,Man,5,Nee,Balance,1,0,0,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,5,7,8,10,10,6b,6a,Niet van toepassing,Zwart,6B,6b,6a,<5a,Zwart,6B,9,5,3,7,6,5,6,10,6,9,8,7,7,5,8,6,9,4,8,9,9,3,9,8,9,1,6,10,6,10,5,8
12/15/2020 17:23:21,36,Man,5,Nee,Balance,1.5,4.5,1,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,8,8,6,4,9,Niet van toepassing,Niet van toepassing,Niet van toepassing,Zwart,6A,Niet van toepassing,Niet van toepassing,Niet van toepassing,Zwart,6A,5,8,6,5,8,5,6,6,6,7,7,6,6,0,8,5,8,5,4,3,4,7,6,5,8,4,3,6,5,7,9,4
12/15/2020 18:14:19,30,Man,8,Ja,Future Soprts,1.5,1,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,8,10,10,9,7,6b,6b,6a,Rood,5C,6a+,6a+,6b,Blauw,5C,7,8,8,8,7,9,8,6,7,8,9,8,6,9,7,8,6,8,8,6,6,7,9,7,6,5,6,9,7,6,9,8
12/15/2020 19:25:57,40,Man,6,Ja,Paramount Brugge,1.5,0,2,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,8,8,6,4,3,6a,5c,5b,Niet van toepassing,Niet van toepassing,6a,5c,5b,Niet van toepassing,Niet van toepassing,6,4,5,5,6,9,4,7,2,8,5,9,4,9,5,5,5,5,5,5,3,5,5,2,2,5,3,3,5,4,5,5
12/15/2020 19:28:16,36,Man,8,Ja,Paramount ,1,0,0,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Nee,9,8,6,4,3,6b,5c,5c,Niet van toepassing,Niet van toepassing,6a,5b,5b,Niet van toepassing,Niet van toepassing,7,7,6,4,5,9,8,5,6,7,5,7,4,7,6,6,6,6,6,7,7,4,7,6,4,6,6,3,6,6,7,7
12/15/2020 19:31:58,53,Man,26,Ja,BlueBerry Hill,1,1,1,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,10,10,9,5,8,7a+,6c,6b+,Blauw,Niet van toepassing,7b,Niet van toepassing,6b+,Blauw,Niet van toepassing,4,7,7,10,9,9,10,8,5,9,9,5,8,9,8,9,9,3,10,8,4,9,9,5,5,6,8,0,8,0,9,10
12/15/2020 19:40:31,38,Man,15,Ja,Biover gent,1,0,1,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,6,8,8,6,6,6c+,6a,Niet van toepassing,Rood,Niet van toepassing,6a+,5c,Niet van toepassing,Blauw,Niet van toepassing,3,7,3,7,7,9,7,7,5,8,5,7,5,5,5,7,5,7,5,5,3,4,7,6,4,5,4,3,5,4,9,5
12/15/2020 19:49:58,20,Vrouw,10,Ja,Klimax ,3.5,1,1,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,3,4,8,9,10,7c+,8a,8a+,Zwart,7C,7b+,7c+,7c,Zwart,7A+,7,5,8,9,8,9,9,9,7,9,8,8,9,3,6,7,6,10,7,9,0,6,7,7,8,0,7,7,6,8,9,9
12/15/2020 19:57:31,33,Man,6,Ja,Black Box Boulder,2.5,0.3,0.3,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,4,8,10,6,4,7a+,7a+,7a,Zwart,6B+,7a,7a,6c,Rood,6B,8,6,7,5,4,8,7,8,6,6,5,7,6,6,8,7,7,3,7,8,2,5,5,7,7,3,7,6,8,7,6,7
12/15/2020 20:07:03,42,Man,20,Ja,Klimkaffee,2,0,0,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,8,9,10,10,10,7c,7a+,7a,Wit,7B+,7a,6c,6b,Rood,6A+,10,8,8,10,7,10,10,7,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
12/15/2020 20:20:37,30,Man,10,Ja,blue berry hill,3,2,0,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,4,9,10,10,7,7b+,7b,7b,Zwart,Niet van toepassing,7b,7a+,7a+,Rood,Niet van toepassing,8,7,7,8,7,8,7,7,6,8,8,7,8,8,8,8,9,7,6,8,4,8,9,9,7,7,8,7,9,8,8,10
12/15/2020 20:24:44,35,Vrouw,3,Nee,Biover Gent,0.5,0,3,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,5,9,9,8,7,5c,Niet van toepassing,Niet van toepassing,Oranje,Niet van toepassing,5c,Niet van toepassing,Niet van toepassing,Oranje,Niet van toepassing,7,7,7,7,6,7,7,6,6,6,5,5,5,6,7,7,8,7,7,6,6,4,7,7,6,4,6,8,7,4,8,6
12/15/2020 21:24:14,50,Man,4,Ja,black box boulder,2.5,6,0,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,8,9,8,7,5,6a,5c,Niet van toepassing,Blauw,Niet van toepassing,6a,5c,Niet van toepassing,Blauw,Niet van toepassing,7,8,7,5,5,7,5,8,7,8,7,6,4,7,5,7,7,7,7,5,4,8,6,4,3,4,7,2,7,4,8,6
12/15/2020 22:48:21,28,Vrouw,7,Ja,"Rhino boulder gym, Gent",1,0.5,1,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,7,9,9,8,8,7a,6c,6a,Zwart,5C,6c,6b,5c,Rood,5B,7,8,7,6,6,8,7,7,9,9,9,9,8,8,7,8,8,7,9,8,6,8,6,7,6,5,7,8,8,8,7,7
12/15/2020 23:18:02,48,Man,34,Ja,Area,2.5,0,1,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,6,10,10,8,6,7b,7a,7a+,Zwart,6C,7a,6c+,6c,Zwart,6B,7,9,9,9,9,10,9,10,8,10,6,6,9,10,9,8,8,4,5,10,8,10,9,7,9,6,5,3,4,5,9,9
12/15/2020 23:28:45,41,Vrouw,20,Ja,Klimax,2.5,1.5,1,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,10,10,9,8,7,6c,6b,6a+,Rood,6A+,6b+,6a+,6a,Blauw,5C,3,5,5,3,7,6,4,2,5,4,8,4,4,2,7,7,4,7,6,8,7,6,8,4,5,5,8,1,4,1,6,6
12/16/2020 5:50:31,49,Man,29,Ja,Geen,0.4,0,2,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,8,8,6,0,0,6a,5b,5b,Niet van toepassing,Niet van toepassing,5b,Niet van toepassing,5b,Niet van toepassing,Niet van toepassing,4,8,4,6,6,6,4,6,5,5,5,5,3,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12/16/2020 8:07:47,41,Man,30,Ja,klimax,1,1,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,2,10,10,5,5,6b+,6a+,6a+,Blauw,6A,6b+,6a+,6a+,Blauw,6A,7,6,7,4,6,8,8,8,4,7,7,7,7,9,5,7,8,6,7,9,2,7,8,6,4,1,7,8,6,3,7,8
12/16/2020 9:17:31,28,Vrouw,1,Nee,Klimzaal Balance,1.5,0,1,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,10,10,10,6,1,Niet van toepassing,Niet van toepassing,Niet van toepassing,Oranje,<5A,Niet van toepassing,Niet van toepassing,Niet van toepassing,Oranje,<5A,0,8,5,7,8,0,3,5,9,8,0,5,5,0,7,6,7,3,2,7,1,4,0,0,0,0,7,2,2,0,8,2
12/16/2020 10:30:49,41,Man,27,Ja,Wall Street,2,2,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,10,10,10,10,10,7c,7b+,8a,Zwart,7B,7b+,7a+,7b,Zwart,6C+,8,8,6,9,9,8,8,8,6,8,8,8,8,9,8,8,8,8,9,6,7,9,6,8,8,7,8,8,8,8,8,8
12/16/2020 10:50:51,16,Man,3,Ja,De Stordeur ,1.5,3,0.5,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Nee,2,8,9,6,5,7a,Niet van toepassing,6a,Rood,5C,6c,Niet van toepassing,5c,Rood,5B,6,7,7,3,6,8,7,7,7,7,7,7,7,9,8,7,7,7,6,8,8,7,7,7,10,8,8,9,7,7,7,9
12/16/2020 11:50:45,14,Vrouw,5,Ja,Bleau,2.7,0,1,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,4,6,8,6,3,6c,6b+,Niet van toepassing,Zwart,6A+,6c,6a,Niet van toepassing,Zwart,6A,4,2,3,6,6,7,6,2,9,7,6,4,2,5,8,8,7,2,3,7,5,0,4,6,8,6,9,3,5,1,6,8
12/16/2020 13:36:47,44,Man,35,Ja,Sport vlaanderen Brugge,1.5,0,0,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,8,9,8,4,1,6a,5b,5c,Blauw,Niet van toepassing,6a,5b,5c,Blauw,Niet van toepassing,7,6,8,5,8,9,9,7,6,9,7,7,8,9,8,6,9,7,5,4,8,8,6,6,3,5,3,2,3,5,8,8
12/16/2020 16:16:02,33,Man,8,Ja,Rhino,2.5,1,1,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,4,9,10,9,9,7a+,7a+,7b,Zwart,6C,7a,7a,6c+,Rood,6B+,8,7,6,5,9,10,7,9,5,7,7,9,6,9,10,10,10,10,8,10,4,8,10,9,9,7,7,10,8,7,7,10
12/16/2020 18:21:00,44,Man,6,Ja,Blackbox,3,1,0,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,9,9,10,10,10,Niet van toepassing,Niet van toepassing,Niet van toepassing,Zwart,7A+,Niet van toepassing,Niet van toepassing,Niet van toepassing,Rood,6C,9,8,7,9,8,9,6,7,4,7,8,10,6,5,9,10,10,3,6,9,5,9,7,10,8,3,7,3,5,8,8,8
12/16/2020 19:03:17,43,Man,30,Ja,Klimax,1,0,3,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,10,9,8,7,4,6c,6a+,6a,Niet van toepassing,Niet van toepassing,6b,6a,6a,Niet van toepassing,Niet van toepassing,6,8,7,6,7,9,8,8,7,6,6,8,6,10,8,6,7,6,6,8,8,9,6,6,5,5,6,4,7,4,9,6
12/16/2020 20:00:38,30,Man,4,Nee,Balance,2,0,1,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,9,9,9,9,9,6b,Niet van toepassing,Niet van toepassing,Rood,Niet van toepassing,6a+,Niet van toepassing,Niet van toepassing,Rood,Niet van toepassing,4,6,5,6,4,2,3,6,6,6,4,4,3,2,7,7,7,5,2,7,3,4,6,4,6,2,6,4,7,6,7,8
12/16/2020 20:03:09,21,Vrouw,21,Ja,Bbh,3,3,3,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,7,10,8,7,8,7a,6a,5c,Blauw,Niet van toepassing,6a+,5c,5b,Blauw,Niet van toepassing,7,3,9,6,8,9,9,5,9,7,6,8,8,10,6,8,4,8,5,8,5,5,9,5,7,5,5,3,5,0,7,7
12/16/2020 20:53:45,62,Man,24,Ja,Sportvlaanderen Brugge,1,3,2,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,8,8,5,5,0,6a,5c,5c,Niet van toepassing,Niet van toepassing,5c,5b,5b,Niet van toepassing,Niet van toepassing,7,7,7,7,7,9,7,8,7,9,7,8,7,9,8,6,6,8,0,7,9,8,8,8,8,0,8,0,7,0,5,7
12/17/2020 1:42:47,36,Man,6,Nee,black box,3,2,1,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,6,9,8,9,7,5c,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,5a,Niet van toepassing,Niet van toepassing,Blauw,Niet van toepassing,4,6,6,5,6,9,7,7,8,7,6,8,6,6,6,8,6,8,9,9,6,6,8,7,6,6,8,9,6,8,6,8
12/17/2020 21:41:05,29,Man,2,Nee,Blueberry hill ,1,0,4,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,3,8,10,8,9,6c,6a+,Niet van toepassing,Rood,Niet van toepassing,6c,6a+,Niet van toepassing,Rood,Niet van toepassing,9,5,8,5,6,7,7,7,4,7,6,7,8,7,10,10,8,7,6,8,3,4,5,8,6,4,4,8,6,9,7,4
12/18/2020 10:19:39,27,Man,7,Ja,Den Oosthoek,3,0,3,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,7,8,8,8,9,7a+,6c+,6b,Zwart,6B+,7a+,7a,6b,Zwart,6B+,8,5,6,8,8,10,6,7,9,8,8,9,8,4,8,7,9,5,8,10,5,6,8,7,9,7,10,10,8,9,6,7
12/18/2020 20:13:43,18,Man,11,Ja,stordeur,4,3,1,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,4,8,10,10,10,8a,7c+,8a,>Wit,7C,7b,7a+,7a,Zwart,6C+,10,6,7,6,5,8,9,7,2,8,8,8,10,9,8,8,8,8,6,6,10,7,9,10,6,6,6,8,5,9,7,7
12/18/2020 20:19:15,33,Man,11,Ja,blackboxboulder,1,5,0,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,6,8,10,9,7,7b,6b,6c,>Wit,7C,6c,Niet van toepassing,Niet van toepassing,Zwart,7A,7,7,6,5,4,7,7,8,8,9,7,8,7,10,8,10,9,10,9,9,9,9,9,9,9,8,9,8,9,9,9,8
12/18/2020 20:37:02,24,Man,8,Ja,Klimzaal Blok,2,1,0,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,4,9,6,4,2,7a,6b+,6b,Zwart,7A,6c,6a+,6a+,Rood,6A+,6,6,4,8,7,9,8,7,7,8,8,8,6,9,6,8,8,4,6,9,5,4,6,8,8,4,8,6,6,8,8,7
12/19/2020 13:28:26,20,Vrouw,16,Ja,Biover Gent,0.5,0,2,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,10,9,7,4,2,6a+,5c,Niet van toepassing,Oranje,Niet van toepassing,6a,5c,Niet van toepassing,Oranje,Niet van toepassing,3,9,6,7,4,10,8,7,4,8,7,5,3,3,5,5,8,4,5,6,6,7,7,5,4,5,5,6,5,5,2,5
12/20/2020 19:58:04,28,Man,11,Ja,Blueberry hill,3,0,0,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,10,10,10,6,4,7c,7a+,7c,Zwart,7A,7a,7a,7a,Rood,6A,3,9,6,8,9,9,8,7,6,6,6,7,9,10,9,7,7,9,8,7,10,9,8,4,5,7,7,6,9,4,8,8
12/22/2020 19:48:57,43,Man,20,Ja,Black Box,2,0,0,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,4,8,8,6,4,6c,Niet van toepassing,Niet van toepassing,Rood,6B,6b,Niet van toepassing,Niet van toepassing,Blauw,5B,4,6,6,8,7,8,7,5,3,6,4,6,7,6,7,8,7,7,5,3,2,4,2,4,4,5,2,2,4,2,8,6
12/23/2020 14:58:10,40,Man,4,Nee,black box,2,2,1,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,7,7,8,9,10,Niet van toepassing,Niet van toepassing,Niet van toepassing,Zwart,7B,Niet van toepassing,Niet van toepassing,Niet van toepassing,Rood,6B+,7,7,7,7,7,5,7,7,7,7,7,7,7,5,5,8,5,6,5,9,2,5,5,8,4,3,9,0,5,7,1,4
12/23/2020 19:41:45,29,Vrouw,7,Ja,Rhino,2.5,1,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,4,9,6,3,2,6c,6b,6b,Rood,6A,6a+,5c,6a+,Blauw,5B,3,4,4,3,3,8,5,1,2,3,4,5,6,5,5,4,6,3,3,3,1,4,3,2,1,1,2,4,2,2,4,4
12/23/2020 19:45:04,32,Man,11,Ja,Rhino,2.5,0,1,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,4,7,9,6,4,7b,7b+,7c,Zwart,7A+,7a+,7a+,7b,Rood,6B,5,5,7,8,7,8,5,7,6,7,6,8,7,6,6,6,9,5,5,9,2,6,7,7,7,2,6,7,6,6,7,7
12/25/2020 18:37:57,25,Man,3,Ja,bleau,3,3,0,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,7,8,8,8,10,7a,6c,6c+,Zwart,7A,7a,6c+,6c,Zwart,7A,6,8,7,7,8,7,6,6,8,7,8,7,7,7,7,7,7,7,7,8,5,7,8,5,7,5,7,7,6,7,8,8
12/25/2020 21:04:34,36,Man,12,Ja,Wallstreet ,6,0,2,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,10,10,10,8,7,7c,7b,7b+,Niet van toepassing,6C,7b,7a,7a,Niet van toepassing,6B,7,9,8,8,9,9,8,9,9,9,7,7,9,8,8,8,8,8,9,9,9,8,9,8,8,9,7,7,8,8,8,9
12/28/2020 17:30:30,36,Vrouw,11,Ja,"What's Up (Whambrechies, Frankrijk)",1,0,0,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,10,10,7,1,0,6b+,5c,5b,Niet van toepassing,Niet van toepassing,6a+,5b,5a,Niet van toepassing,Niet van toepassing,3,6,4,6,6,6,6,7,5,5,5,3,1,5,7,2,4,2,2,5,5,5,5,4,5,0,5,1,5,1,5,5